"Latitude","Longitude","Family","Cover_Class","Number","Observation","Genus_species"
"35° 14' 15.457""","-115° 48' 0.641""","Zygophyllaceae","Gravel (2-50mm)","1","MJV1-14-BIO-VT-4,4-5H","Larrea tridentata"
"35° 14' 15.457""","-115° 48' 0.641""","Cactaceae","Gravel (2-50mm)","1","MJV1-14-BIO-VT-4,4-5H","Cylindropuntia ramosissima"
"35° 14' 15.457""","-115° 48' 0.641""","Cactaceae","Gravel (2-50mm)","1","MJV1-14-BIO-VT-4,4-5H","Echinocereus engelmannii"
"35° 14' 15.439""","-115° 48' 0.702""","Cactaceae","Gravel (2-50mm)","1","MJV1-14-BIO-VT-4,4-5I","Ferocactus cylindraceus"
"35° 14' 15.439""","-115° 48' 0.702""","Agavaceae","Gravel (2-50mm)","1","MJV1-14-BIO-VT-4,4-5I","Yucca schidigera"
"35° 14' 15.461""","-115° 48' 0.634""","Cactaceae","Gravel (2-50mm)","1","MJV1-14-BIO-VT-4,4-5J","Echinocereus triglochidiatus"
"35° 14' 4.423""","-115° 48' 11.203""","Cactaceae","Gravel","1","MJV3-15-BIO-VT-2,1-D","Echinocereus engelmannii"
"35° 14' 4.416""","-115° 48' 11.542""","Boraginaceae","Rock","1","MJV3-15-BIO-VT-2,1-A","Cryptantha angustifolia"
"35° 14' 4.416""","-115° 48' 11.542""","Asteraceae","Rock","2","MJV3-15-BIO-VT-2,1-A","Encelia farinosa"
"35° 14' 4.420""","-115° 48' 11.135""","Asteraceae","Rock","1","MJV3-15-BIO-VT-2,1-E","Ambrosia dumosa"
"35° 14' 4.420""","-115° 48' 11.135""","Solanaceae","Rock","3","MJV3-15-BIO-VT-2,1-E","Lycium andersonii"
"35° 14' 4.420""","-115° 48' 11.135""","Polygonaceae","Rock","2","MJV3-15-BIO-VT-2,1-E","Eriogonum inflatum"
"35° 14' 4.675""","-115° 48' 11.225""","Asteraceae","Rock","3","MJV3-15-BIO-VT-2,1-2D","Encelia farinosa"
"35° 14' 4.571""","-115° 48' 11.441""","Polygonaceae","Plant","3","MJV3-15-BIO-VT-2,1-2C","Eriogonum inflatum"
"35° 14' 4.571""","-115° 48' 11.441""","Ephedraceae","Plant","1","MJV3-15-BIO-VT-2,1-2C","Ephedra viridis"
"35° 14' 4.571""","-115° 48' 11.441""","Asteraceae","Plant","1","MJV3-15-BIO-VT-2,1-2C","Encelia farinosa"
"35° 14' 4.632""","-115° 48' 11.549""","Asteraceae","Plant","2","MJV3-15-BIO-VT-2,1-2B","Encelia farinosa"
"35° 14' 4.571""","-115° 48' 11.714""","Boraginaceae","Litter","2","MJV3-15-BIO-VT-2,1-2A","Cryptantha angustifolia"
"35° 14' 4.571""","-115° 48' 11.714""","Asteraceae","Litter","1","MJV3-15-BIO-VT-2,1-2A","Encelia farinosa"
"35° 14' 4.938""","-115° 48' 11.160""","Asteraceae","Rock","4","MJV3-15-BIO-VT-2,1-3E","Ambrosia dumosa"
"35° 14' 4.895""","-115° 48' 11.322""","Asteraceae","Plant","2","MJV3-15-BIO-VT-2,1-3D","Ambrosia dumosa"
"35° 14' 4.895""","-115° 48' 11.322""","Ephedraceae","Plant","1","MJV3-15-BIO-VT-2,1-3D","Ephedra viridis"
"35° 14' 4.891""","-115° 48' 11.387""","Asteraceae","Rock","2","MJV3-15-BIO-VT-2,1-3C","Encelia farinosa"
"35° 14' 4.848""","-115° 48' 11.653""","Asteraceae","Rock","1","MJV3-15-BIO-VT-2,1-2B","Encelia farinosa"
"35° 14' 5.737""","-115° 48' 11.664""","Polygonaceae","Rock","1","MJV3-15-BIO-VT-2,1-6E","Eriogonum inflatum"
"35° 14' 6.630""","-115° 48' 11.689""","Asteraceae","Plant","1","MJV3-15-BIO-VT-2,1-8E","Ambrosia dumosa"
"35° 14' 6.590""","-115° 48' 11.877""","Asteraceae","Rock","1","MJV3-15-BIO-VT-2,1-8D","Ambrosia dumosa"
"35° 14' 6.598""","-115° 48' 11.981""","Asteraceae","Rock","1","MJV3-15-BIO-VT-2,1-8C","Ambrosia dumosa"
"35° 14' 6.544""","-115° 48' 12.121""","Zygophyllaceae","Gravel","1","MJV3-15-BIO-VT-2,1-8B","Larrea tridentata"
"35° 14' 6.490""","-115° 48' 12.254""","Malvaceae","Rock","3","MJV3-15-BIO-VT-2,1-8A","Sphaeralcea ambigua"
"35° 14' 6.871""","-115° 48' 11.743""","Fabaceae","Rock","1","MJV3-15-BIO-VT-2,1-9E","Astragalus nuttallianus"
"35° 14' 6.792""","-115° 48' 11.837""","Agavaceae","Plant","2","MJV3-15-BIO-VT-2,1-9D","Yucca schidigera"
"35° 14' 6.752""","-115° 48' 12.031""","Polygonaceae","Rock","3","MJV3-15-BIO-VT-2,1-9C","Eriogonum inflatum"
"35° 14' 6.752""","-115° 48' 12.031""","Malvaceae","Rock","1","MJV3-15-BIO-VT-2,1-9C","Sphaeralcea ambigua"
"35° 14' 6.738""","-115° 48' 12.157""","Ephedraceae","Plant","1","MJV3-15-BIO-VT-2,1-9B","Ephedra viridis"
"35° 14' 6.738""","-115° 48' 12.157""","Polygonaceae","Plant","2","MJV3-15-BIO-VT-2,1-9B","Eriogonum inflatum"
"35° 14' 6.691""","-115° 48' 12.301""","Malvaceae","Rock","6","MJV3-15-BIO-VT-2,1-9A","Sphaeralcea ambigua"
"35° 14' 6.691""","-115° 48' 12.301""","Polygonaceae","Rock","1","MJV3-15-BIO-VT-2,1-9A","Eriogonum inflatum"
"35° 14' 7.159""","-115° 48' 12.244""","Polygonaceae","Plant","1","MJV3-15-BIO-VT-2,1-10A","Eriogonum inflatum"
"35° 14' 7.426""","-115° 48' 11.851""","Cactaceae","Sand","1","MJV3-15-BIO-VT-2,1-10C","Ferocactus cylindraceus"
"35° 14' 7.426""","-115° 48' 11.851""","Ephedraceae","Sand","2","MJV3-15-BIO-VT-2,1-10C","Ephedra viridis"
"35° 14' 7.577""","-115° 48' 11.506""","Fabaceae","Rock","2","MJV3-15-BIO-VT-2,1-10E","Astragalus nuttallianus"
"35° 14' 7.667""","-115° 48' 10.825""","Cactaceae","Rock","5","MJV3-15-BIO-VT-2,1-10I","Echinocereus engelmannii"
"35° 14' 7.667""","-115° 48' 10.825""","Cactaceae","Rock","2","MJV3-15-BIO-VT-2,1-10I","Ferocactus cylindraceus"
"35° 14' 7.667""","-115° 48' 10.825""","Agavaceae","Rock","1","MJV3-15-BIO-VT-2,1-10I","Yucca schidigera"
"35° 14' 10.552""","-115° 47' 50.742""","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-10A","Lepidium fremontii"
"35° 14' 10.552""","-115° 47' 50.742""","Asteraceae","Rock","1","MJV3-15-BIO-VT-7,3-10A","Baccharis salicina"
"35° 14' 10.551""","-115° 47' 50.584""","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10B","Eriogonum inflatum"
"35° 14' 10.551""","-115° 47' 50.584""","Solanaceae","Rock","2","MJV3-15-BIO-VT-7,3-10B","Lycium andersonii"
"35° 14' 10.551""","-115° 47' 50.584""","Poaceae","Rock","2","MJV3-15-BIO-VT-7,3-10B","Dasyochloa pulchella"
"35° 14' 10.551""","-115° 47' 50.584""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-10B","Lycium andersonii"
"35° 14' 10.517""","-115° 47' 50.466""","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Eriogonum inflatum"
"35° 14' 10.517""","-115° 47' 50.466""","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Cylindropuntia acanthocarpa"
"35° 14' 10.517""","-115° 47' 50.466""","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Echinocereus triglochidiatus"
"35° 14' 10.517""","-115° 47' 50.426""","Asteraceae","Rock","2","MJV3-15-BIO-VT-7,3-10D","Baccharis salicina"
"35° 14' 10.517""","-115° 47' 50.426""","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-10D","Cylindropuntia acanthocarpa"
"35° 14' 10.517""","-115° 47' 50.426""","Poaceae","Rock","1","MJV3-15-BIO-VT-7,3-10D","Dasyochloa pulchella"
"35° 14' 10.449""","-115° 47' 50.150""","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10E","Eriogonum inflatum"
"35° 14' 10.537""","-115° 47' 49.239""","Polemoniaceae","Rock","1","MJV3-15-BIO-VT-7,3-10I","Gilia stellata"
"35° 14' 10.537""","-115° 47' 49.239""","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-10I","Lepidium fremontii"
"35° 14' 10.537""","-115° 47' 49.239""","Ephedraceae","Plant","1","MJV3-15-BIO-VT-7,3-10J","Ephedra viridis"
"35° 14' 10.537""","-115° 47' 49.239""","Boraginaceae","Plant","6","MJV3-15-BIO-VT-7,3-10J","Cryptantha angustifolia"
"35° 14' 10.537""","-115° 47' 49.239""","Brassicaceae","Plant","1","MJV3-15-BIO-VT-7,3-10J","Lepidium fremontii"
"35° 14' 4.503""","-115° 48' 10.807""","Zygopyllaceae","Rock","1","MJV3-15-BIO-VT-2,1-1G","Larrea tridentata"
"35° 14' 4.503""","-115° 48' 10.807""","Asteraceae","Rock","1","MJV3-15-BIO-VT-2,1-1G","Eriophyllum wallacei"
"35° 14' 4.499""","-115° 48' 10.750""","Nyctaginaceae","Rock","1","MJV3-15-BIO-VT-2,1-1H","Abronia villosa"
"35° 14' 4.510""","-115° 48' 10.509""","Zygopyllaceae","Gravel","1","MJV3-15-BIO-VT-2,1-1I","Larrea tridentata"
"35° 14' 4.502""","-115° 48' 10.325""","Zygopyllaceae","Rock","1","MJV3-15-BIO-VT-2,1-1J","Larrea tridentata"
"35° 14' 4.632""","-115° 48' 11.084""","Polygonaceae","Live Plant","2","MJV3-15-BIO-VT-2,1-2F","Eriogonum inflatum"
"35° 14' 4.769""","-115° 48' 10.652""","Cactaceae","Gravel","1","MJV3-15-BIO-VT-2,1-2H","Ferocactus cylindraceus"
"35° 14' 4.852""","-115° 48' 10.325""","Agavaceae","Litter","1","MJV3-15-BIO-VT-2,1-2J","Yucca schidigera"
"35° 14' 5.050""","-115° 48' 10.660""","Polygonaceae","Gravel","4","MJV3-15-BIO-VT-2,1-3H","Eriogonum inflatum"
"35° 14' 5.078""","-115° 48' 10.425""","Cactaceae","Rock","1","MJV3-15-BIO-VT-2,1-3I","Ferocactus cylindraceus"
"35° 14' 5.096""","-115° 48' 10.181""","Cactaceae","Rock","1","MJV3-15-BIO-VT-2,1-3J","Ferocactus cylindraceus"
"35° 14' 5.096""","-115° 48' 10.181""","Solanaceae","Rock","1","MJV3-15-BIO-VT-2,1-3J","Lycium andersonii"
"35° 14' 6.270""","-115° 48' 11.282""","Solanaceae","Rock","1","MJV3-15-BIO-VT-2,1-7G","Lycium andersonii"
"35° 14' 6.256""","-115° 48' 11.102""","Solanaceae","Litter","1","MJV3-15-BIO-VT-2,1-7H","Lycium andersonii"
"35° 14' 6.256""","-115° 48' 11.102""","Malvaceae","Litter","1","MJV3-15-BIO-VT-2,1-7H","Sphaeralcea ambigua"
"35° 14' 6.378""","-115° 48' 10.724""","Polygonaceae","Rock","1","MJV3-15-BIO-VT-2,1-7J","Eriogonum inflatum"
"35° 14' 6.702""","-115° 48' 11.531""","Solanaceae","Plant","1","MJV3-15-BIO-VT-2,1-8F","Lycium andersonii"
"35° 14' 6.702""","-115° 48' 11.531""","Boraginaceae","Plant","1","MJV3-15-BIO-VT-2,1-8F","Cryptantha angustifolia"
"35° 14' 6.695""","-115° 48' 11.369""","Solanaceae","Gravel","1","MJV3-15-BIO-VT-2,1-8G","Lycium andersonii"
"35° 14' 6.842""","-115° 48' 11.228""","Solanaceae","Plant","2","MJV3-15-BIO-VT-2,1-9G","Lycium andersonii"
"35° 14' 6.994""","-115° 48' 11.037""","Solanaceae","Plant","1","MJV3-15-BIO-VT-2,1-9H","Lycium andersonii"
"35° 14' 6.994""","-115° 48' 11.037""","Cactaceae","Gravel","1","MJV3-15-BIO-VT-2,1-9H","Echinocereus engelmannii"
"35° 14' 6.975""","-115° 48' 10.631""","Agavaceae","Rock","1","MJV3-15-BIO-VT-2,1-9J","Yucca schidigera"
"35° 14' 6.975""","-115° 48' 10.631""","Cactaceae","Rock","1","MJV3-15-BIO-VT-2,1-9J","Cylindropuntia acanthocarpa"
"35° 14' 7.501""","-115° 48' 11.599""","Cactaceae","Rock","1","MJV3-15-BIO-VT-2,1-10D","Echinocereus engelmannii"
"35° 14' 7.501""","-115° 48' 11.599""","Ephedraceae","Rock","1","MJV3-15-BIO-VT-2,1-10D","Ephedra viridis"
"35° 14' 7.616""","-115° 48' 11.333""","Brassicaceae",NA,"1","MJV3-15-BIO-VT-2,1-10F","Lepidium densiflorum"
"35° 14' 9.291""","-115° 48' 6.772""","Boraginaceae","Sand","1","MJV3-15-BIO-VT-3,2-5A","Cryptantha angustifolia"
"35° 14' 9.463""","-115° 48' 6.671""","Solanaceae","Plant","1","MJV3-15-BIO-VT-3,2-5B","Lycium andersonii"
"35° 14' 9.730""","-115° 48' 6.768""","Zygophyllaceae","Plant","1","MJV3-15-BIO-VT-3,2-5C","Larrea tridentata"
"35° 14' 8.761""","-115° 48' 6.322""","Asteraceae","Gravel","1","MJV3-15-BIO-VT-3,2-6C","Monoptilon bellidiforme"
"35° 14' 8.577""","-115° 48' 6.379""","Ephedraceae",NA,"1","MJV3-15-BIO-VT-3,2-6D","Ephedra viridis"
"35° 14' 8.430""","-115° 48' 8.075""","Ephedraceae","Rock","2","MJV3-15-BIO-VT-3,2-2C","Ephedra viridis"
"35° 14' 8.884""","-115° 48' 7.747""","Boraginaceae","Rock","1","MJV3-15-BIO-VT-3,2-3A","Cryptantha angustifolia"
"35° 14' 8.963""","-115° 48' 7.736""","Ephedraceae","Plant","1","MJV3-15-BIO-VT-3,2-3B","Ephedra viridis"
"35° 14' 8.959""","-115° 48' 7.751""","Brassicaceae","Boulder","1","MJV3-15-BIO-VT-3,2-3C","Lepidium densiflorum"
"35° 14' 9.398""","-115° 48' 7.790""","Cactaceae","Rock","1","MJV3-15-BIO-VT-3,2-3D","Ferocactus cylindraceus"
"35° 14' 9.398""","-115° 48' 7.790""","Agavaceae","Rock","1","MJV3-15-BIO-VT-3,2-3D","Yucca schidigera"
"35° 14' 9.398""","-115° 48' 7.790""","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-3D","Ephedra viridis"
"35° 14' 9.812""","-115° 48' 7.567""","Cactaceae","Sand","3","MJV3-15-BIO-VT-3,2-3F","Cylindropuntia echinocarpa"
"35° 14' 9.917""","-115° 48' 7.473""","Polygonaceae","Rock","6","MJV3-15-BIO-VT-3,2-3G","Eriogonum inflatum"
"35° 14' 10.172""","-115° 48' 7.510""","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-3H","Ephedra viridis"
"35° 14' 10.172""","-115° 48' 7.510""","Cleomaceae","Rock","1","MJV3-15-BIO-VT-3,2-3H","Sphaeralcea ambigua"
"35° 14' 10.316""","-115° 48' 7.531""","Zygophyllaceae","Rock","1","MJV3-15-BIO-VT-3,2-3I","Larrea tridentata"
"35° 14' 10.316""","-115° 48' 7.531""","Polygonaceae","Rock","4","MJV3-15-BIO-VT-3,2-3I","Eriogonum inflatum"
"35° 14' 8.794""","-115° 48' 7.287""","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-4B","Ephedra viridis"
"35° 14' 8.794""","-115° 48' 7.287""","Brassicaceae","Rock","20","MJV3-15-BIO-VT-3,2-4B","Lepidium densiflorum"
"35° 14' 8.794""","-115° 48' 7.287""","Agavaceae","Rock","1","MJV3-15-BIO-VT-3,2-4B","Yucca schidigera"
"35° 14' 8.574""","-115° 48' 7.106""","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-4C","Ephedra viridis"
"35° 14' 8.171""","-115° 48' 7.045""","Brassicaceae","Rock","1","MJV3-15-BIO-VT-3,2-4F","Lepidium densiflorum"
"35° 14' 7.501""","-115° 48' 6.833""","Ephedraceae","Plant","1","MJV3-15-BIO-VT-3,2-4I","Ephedra viridis"
"35° 14' 13.557""","-115° 47' 50.493""","Solanaceae","Sand","2","MJV3-15-BIO-VT-7,3-1A","Lycium andersonii"
"35° 14' 13.488""","-115° 47' 50.111""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-1B","Lycium andersonii"
"35° 14' 13.488""","-115° 47' 50.111""","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-1B","Ferocactus cylindraceus"
"35° 14' 13.319""","-115° 47' 50.805""","Solanaceae","Sand","1","MJV3-15-BIO-VT-7,3-2A","Lycium andersonii"
"35° 14' 13.484""","-115° 47' 52.631""","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-2F","Lepidium densiflorum"
"35° 14' 12.999""","-115° 47' 50.132""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-3B","Lycium andersonii"
"35° 14' 12.916""","-115° 47' 49.704""","Solanaceae","Plant","1","MJV3-15-BIO-VT-7,3-3D","Lycium andersonii"
"35° 14' 12.800""","-115° 47' 48.840""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-3H","Lycium andersonii"
"35° 14' 12.372""","-115° 47' 50.370""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-4B","Lycium andersonii"
"35° 14' 12.314""","-115° 47' 50.143""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-4C","Lycium andersonii"
"35° 14' 12.314""","-115° 47' 50.143""","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-4C","Lepidium densiflorum"
"35° 14' 12.314""","-115° 47' 50.143""","Boraginaceae","Rock","1","MJV3-15-BIO-VT-7,3-4C","Cryptantha angustifolia"
"35° 14' 12.293""","-115° 47' 49.862""","Boraginaceae","Rock","1","MJV3-15-BIO-VT-7,3-4D","Cryptantha angustifolia"
"35° 14' 12.293""","-115° 47' 49.862""","Solanaceae","Rock","3","MJV3-15-BIO-VT-7,3-4D","Lycium andersonii"
"35° 14' 12.246""","-115° 47' 49.729""","Asteraceae","Gravel","1","MJV3-15-BIO-VT-7,3-4E","Baccharis salicina"
"35° 14' 12.217""","-115° 47' 49.686""","Asteraceae","Rock","1","MJV3-15-BIO-VT-7,3-4F","Baccharis salicina"
"35° 14' 12.253""","-115° 47' 49.229""","Solanaceae","Gravel","2","MJV3-15-BIO-VT-7,3-4G","Lycium andersonii"
"35° 14' 12.066""","-115° 47' 50.708""","Cleomaceae","Rock","2","MJV3-15-BIO-VT-7,3-5A","Sphaeralcea ambigua"
"35° 14' 12.426""","-115° 47' 51.623""","Zygophyllaceae","Rock","1","MJV3-15-BIO-VT-7,3-5F","Larrea tridentata"
"35° 14' 12.476""","-115° 47' 52.451""","Asteraceae","Rock","2","MJV3-15-BIO-VT-7,3-5I","Monoptilon bellidiforme"
"35° 14' 8.884""","-115° 48' 12.290""","Polygonaceae","Live Plant","2","MJV4-15-BIO-VT-2,2-2A","Eriogonum fasciculatum"
"35° 14' 8.884""","-115° 48' 12.290""","Polygonaceae","Live Plant","2","MJV4-15-BIO-VT-2,2-2A","Lycium andersonii"
"35° 14' 8.974""","-115° 48' 12.262""","Asteraceae","Rock/gravel","2","MJV4-15-BIO-VT-2,2-2B","Monoptilon bellioides"
"35° 14' 8.963""","-115° 48' 12.146""","Polygonaceae","Gravel","3","MJV4-15-BIO-VT-2,2-2C","Eriogonum inflatum"
"35° 14' 9.074""","-115° 48' 12.287""","Asteraceae","Rock","2","MJV4-15-BIO-VT-2,2-2D","Monoptilon bellioides"
"35° 14' 9.074""","-115° 48' 12.287""","Brassicaceae","Rock","1","MJV4-15-BIO-VT-2,2-2D","Lepidium densiflorum"
"35° 14' 9.074""","-115° 48' 12.287""","Polygonaceae","Rock","5","MJV4-15-BIO-VT-2,2-2D","Eriogonum inflatum"
"35° 14' 9.074""","-115° 48' 12.287""","Cleomaceae","Rock","1","MJV4-15-BIO-VT-2,2-2D","Sphaeralcea ambigua"
"35° 14' 9.074""","-115° 48' 12.287""","Polemoniaceae","Rock","2","MJV4-15-BIO-VT-2,2-2D","Gilia stellata"
"35° 14' 8.931""","-115° 48' 11.949""","Malvaceae","Rock","2","MJV4-15-BIO-VT-2,2-4D","Sphaeralcea ambigua"
"35° 14' 8.931""","-115° 48' 11.981""","Polygonaceae","Rock","1","MJV4-15-BIO-VT-2,2-4C","Eriogonum fasciculatum"
"35° 14' 8.376""","-115° 48' 12.089""","Cactaceae","Rock","1","MJV4-15-BIO-VT-2,2-4B","Echinocereus engelmannii"
"35° 14' 8.376""","-115° 48' 12.089""","Malvaceae","Rock","2","MJV4-15-BIO-VT-2,2-4B","Sphaeralcea ambigua"
"35° 14' 8.499""","-115° 48' 11.923""","Cactaceae","Live Plant","1","MJV4-15-BIO-VT-2,2-4A","Echinocactus polycephalus"
"35° 14' 9.438""","-115° 48' 11.430""","Malvaceae","Rock/gravel","3","MJV4-15-BIO-VT-2,2-2E","Sphaeralcea ambigua"
"35° 14' 9.438""","-115° 48' 11.430""","Polygonaceae","Rock/gravel","6","MJV4-15-BIO-VT-2,2-2E","Eriogonum inflatum"
"35° 14' 9.438""","-115° 48' 11.430""","Brassicaceae","Rock/gravel","2","MJV4-15-BIO-VT-2,2-2E","Lepidium densiflorum"
"35° 14' 9.795""","-115° 48' 11.553""","Agavaceae","Live Plant","3","MJV4-15-BIO-VT-2,2-2F","Yucca schidigera"
"35° 14' 9.795""","-115° 48' 11.553""","Cactaceae","Live Plant","1","MJV4-15-BIO-VT-2,2-2F","Ferocactus cylindraceus"
"35° 14' 9.795""","-115° 48' 11.553""","Malvaceae","Live Plant","1","MJV4-15-BIO-VT-2,2-2F","Sphaeralcea ambigua"
"35° 14' 9.795""","-115° 48' 11.553""","Polygonaceae","Live Plant","2","MJV4-15-BIO-VT-2,2-2F","Eriogonum inflatum"
"35° 14' 9.795""","-115° 48' 11.553""","Boraginaceae","Live Plant","1","MJV4-15-BIO-VT-2,2-2F","Pectocarya penicillata"
"35° 14' 9.795""","-115° 48' 11.553""","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-2,2-2G","Cryptantha angustifolia"
"35° 14' 9.795""","-115° 48' 11.553""","Cactaceae","Gravel","1","MJV4-15-BIO-VT-2,2-2G","Cylindropuntia acanthocarpa"
"35° 14' 9.795""","-115° 48' 11.553""","Asteraceae","Rock","1","MJV4-15-BIO-VT-2,2-2H","Baccharis salicina"
"35° 14' 10.205""","-115° 48' 10.534""","Malvaceae","Rock","2","MJV4-15-BIO-VT-2,2-2I","Sphaeralcea ambigua"
"35° 14' 10.327""","-115° 48' 10.797""","Asteraceae","Gravel","4","MJV4-15-BIO-VT-2,2-2J","Baccharis salicina"
"35° 14' 8.995""","-115° 48' 11.571""","Polygonaceae","Rock","2","MJV4-15-BIO-VT-2,2-4E","Eriogonum fasciculatum"
"35° 14' 9.103""","-115° 48' 11.319""","Polygonaceae","Gravel/sand","1","MJV4-15-BIO-VT-2,2-4F","Eriogonum fasciculatum"
"35° 14' 9.103""","-115° 48' 11.319""","Boraginaceae","Gravel/sand","1","MJV4-15-BIO-VT-2,2-4F","Plagiobothrys jonesii"
"35° 14' 9.103""","-115° 48' 11.319""","Malvaceae","Gravel/sand","1","MJV4-15-BIO-VT-2,2-4F","Sphaeralcea ambigua"
"35° 14' 9.445""","-115° 48' 10.865""","Malvaceae","Rock","1","MJV4-15-BIO-VT-2,2-4G","Sphaeralcea ambigua"
"35° 14' 9.445""","-115° 48' 10.865""","Boraginaceae","Rock","4","MJV4-15-BIO-VT-2,2-4G","Pectocarya penicillata"
"35° 14' 9.460""","-115° 48' 10.577""","Lamiaceae","Rock","1","MJV4-15-BIO-VT-2,2-4H","Scutellaria mexicana"
"35° 14' 9.460""","-115° 48' 10.577""","Cactaceae","Rock","1","MJV4-15-BIO-VT-2,2-4H","Mammillaria tetrancistra"
"35° 14' 9.460""","-115° 48' 10.577""","Polygonaceae","Rock","2","MJV4-15-BIO-VT-2,2-4H","Eriogonum inflatum"
"35° 14' 19.162""","-115° 47' 55.568""","Zygophyllaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2A","Larrea tridentata"
"35° 14' 19.162""","-115° 47' 55.568""","Boraginaceae","Gravel","2","MJV4-15-BIO-VT-6,5-2A","Plagiobothrys jonesii"
"35° 14' 19.162""","-115° 47' 55.568""","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2A","Pectocarya penicillata"
"35° 14' 19.266""","-115° 47' 55.410""","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2B","Echinocereus engelmannii"
"35° 14' 19.266""","-115° 47' 55.410""","Boraginaceae","Gravel","4","MJV4-15-BIO-VT-6,5-2B","Pectocarya penicillata"
"35° 14' 19.266""","-115° 47' 55.410""","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2B","Plagiobothrys jonesii"
"35° 14' 19.334""","-115° 47' 55.270""","Poaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2C","Dasyochloa pulchella"
"35° 14' 19.461""","-115° 47' 55.071""","Poaceae","Live Plant","9","MJV4-15-BIO-VT-6,5-2D","Dasyochloa pulchella"
"35° 14' 19.461""","-115° 47' 55.071""","Boraginaceae","Live Plant","7","MJV4-15-BIO-VT-6,5-2D","Plagiobothrys jonesii"
"35° 14' 19.461""","-115° 47' 55.071""","Boraginaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2D","Pectocarya penicillata"
"35° 14' 19.532""","-115° 47' 55.122""","Agavaceae","Gravel","2","MJV4-15-BIO-VT-6,5-2E","Yucca schidigera"
"35° 14' 19.867""","-115° 47' 54.805""","Zygophyllaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Larrea tridentata"
"35° 14' 19.867""","-115° 47' 54.805""","Agavaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Yucca schidigera"
"35° 14' 19.867""","-115° 47' 54.805""","Malvaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Sphaeralcea ambigua"
"35° 14' 19.986""","-115° 47' 54.693""","Boraginaceae","Rock","3","MJV4-15-BIO-VT-6,5-2G","Plagiobothrys jonesii"
"35° 14' 19.986""","-115° 47' 54.693""","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-2G","Pectocarya penicillata"
"35° 14' 20.108""","-115° 47' 54.629""","Agavaceae","Live Plant","2","MJV4-15-BIO-VT-6,5-2H","Yucca schidigera"
"35° 14' 20.108""","-115° 47' 54.629""","Boraginaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Plagiobothrys jonesii"
"35° 14' 20.108""","-115° 47' 54.629""","Cactaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Echinocereus engelmannii"
"35° 14' 18.495""","-115° 47' 54.834""","Asteraceae","Rock","1","MJV4-15-BIO-VT-6,5-4A","Stylocline micropoides"
"35° 14' 18.366""","-115° 47' 54.913""","Brassicaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4B","Lepidium densiflorum"
"35° 14' 18.366""","-115° 47' 54.913""","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Stylocline micropoides"
"35° 14' 18.366""","-115° 47' 54.913""","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Plagiobothrys jonesii"
"35° 14' 18.366""","-115° 47' 54.913""","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Pectocarya penicillata"
"35° 14' 18.215""","-115° 47' 55.021""","Boraginaceae","Gravel","4","MJV4-15-BIO-VT-6,5-4C","Pectocarya penicillata"
"35° 14' 18.215""","-115° 47' 55.021""","Boraginaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4C","Plagiobothrys jonesii"
