Observation #,Easting,Northing,GPS #,Waypoint,Photo,Camera,Cover Class,Incline,Family,Identify Plant,Match Found?,Match Status?,genus,species,LAT,LONG,Number,Number Total (vascular),Number Unique,Plant Description,Abstract,Team,Correct ID,Notes,QC
"MJV4-15-BIO-VT-6,5-5A",609329.94 m E,3900147.30 m N,4,302,"MJV4-15-BIO-VT-6,5-5A.jpg",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.388""","-115° 47' 54.308""",1,15,7,Common Pepperweed,Some litter,,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5A",609329.94 m E,3900147.30 m N,4,302,"MJV4-15-BIO-VT-6,5-5A.jpg",,Rock,N/A,Boraginaceae,Pectocarya heterocarpa,Yes,Keep,Pectocarya,heterocarpa,"35° 14' 18.388""","-115° 47' 54.308""",3,15,7,Chuckwalla Combseed,Some litter,,Y,Unknown 21,JP
"MJV4-15-BIO-VT-6,5-5B",609333.99 m E,3900151.01 m N,4,303,"MJV4-15-BIO-VT-6,5-5B.jpg,
MJV4-15-BIO-VT-6,5-5B-Unk30.jpg",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.506""","-115° 47' 54.146""",4,10,5,Low woollygrass,"Rocky area, sandy also","Espericueta, Rice",Y,Unknown 30,SM
"MJV4-15-BIO-VT-6,5-5B",609333.99 m E,3900151.01 m N,4,303,"MJV4-15-BIO-VT-6,5-5B.jpg,
MJV4-15-BIO-VT-6,5-5B-Unk30.jpg",,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.506""","-115° 47' 54.146""",2,10,5,Common Pepperweed,"Rocky area, sandy also",,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5B",609333.99 m E,3900151.01 m N,4,303,"MJV4-15-BIO-VT-6,5-5B.jpg,
MJV4-15-BIO-VT-6,5-5B-Unk30.jpg",,Gravel,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 18.506""","-115° 47' 54.146""",1,10,5,Pinweed,"Rocky area, sandy also",,Y,Unknown 24,SM
"MJV4-15-BIO-VT-6,5-5B",609333.99 m E,3900151.01 m N,4,303,"MJV4-15-BIO-VT-6,5-5B.jpg,
MJV4-15-BIO-VT-6,5-5B-Unk30.jpg",,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 18.506""","-115° 47' 54.146""",2,10,5,Forget Me Not,"Rocky area, sandy also",,Y,Unknown 27,SM
"MJV4-15-BIO-VT-6,5-5C",609337.23 m E,3900145.94 m N,4,304,"MJV4-15-BIO-VT-6,5-5C.jpg,
MJV4-15-BIO-VT-6,5-5C-Unk31A.jpg,
MJV4-15-BIO-Vt-6,5-5C-Unk31B.jpg",,Rock,N/A,Boraginaceae,Pectocarya heterocarpa,Yes,Keep,Pectocarya,heterocarpa,"35° 14' 18.341""","-115° 47' 54.021""",1,29,5,Chuckwalla Combseed,,"Espericueta, Rice",Y,Unknown 21,SM
"MJV4-15-BIO-VT-6,5-5C",609337.23 m E,3900145.94 m N,4,304,"MJV4-15-BIO-VT-6,5-5C.jpg,
MJV4-15-BIO-VT-6,5-5C-Unk31A.jpg,
MJV4-15-BIO-Vt-6,5-5C-Unk31B.jpg",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.341""","-115° 47' 54.021""",10,29,5,Common Pepperweed,,,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5C",609337.23 m E,3900145.94 m N,4,304,"MJV4-15-BIO-VT-6,5-5C.jpg,
MJV4-15-BIO-VT-6,5-5C-Unk31A.jpg,
MJV4-15-BIO-Vt-6,5-5C-Unk31B.jpg",,Rock,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 18.341""","-115° 47' 54.021""",1,29,5,Forget Me Not,,,Y,Unknown 27,SM
"MJV4-15-BIO-VT-6,5-5D",609341.56 m E,3900156.76 m N,4,306,"MJV4-15-BIO-VT-6,5-5D.jpg",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.690""","-115° 47' 53.844""",7,19,5,Common Pepperweed,,"Espericueta, Rice",Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5D",609341.56 m E,3900156.76 m N,4,306,"MJV4-15-BIO-VT-6,5-5D.jpg",,Rock,N/A,Boraginaceae,Pectocarya heterocarpa,Yes,Keep,Pectocarya,heterocarpa,"35° 14' 18.690""","-115° 47' 53.844""",5,19,5,Chuckwalla Combseed,,,Y,Unknown 21,SM
"MJV4-15-BIO-VT-6,5-5D",609341.56 m E,3900156.76 m N,4,306,"MJV4-15-BIO-VT-6,5-5D.jpg",,Rock,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 18.690""","-115° 47' 53.844""",1,19,5,Forget Me Not,,,Y,Unknown 27,SM
"MJV4-15-BIO-VT-6,5-5E",609345.10 m E,3900157.47 m N,4,305,"MJV4-15-BIO-VT-6,5-5E.jpg",,Rock,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 18.712""","-115° 47' 53.704""",1,25,8,Barrel cactus,,,Y,,JP
"MJV4-15-BIO-VT-6,5-5E",609345.10 m E,3900157.47 m N,4,305,"MJV4-15-BIO-VT-6,5-5E.jpg",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.712""","-115° 47' 53.704""",1,25,8,Common Pepperweed,,,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5E",609345.10 m E,3900157.47 m N,4,305,"MJV4-15-BIO-VT-6,5-5E.jpg",,Rock,N/A,Asteraceae,Perityle emoryi,Yes,Keep,Perityle,emoryi,"35° 14' 18.712""","-115° 47' 53.704""",3,25,8,Emory's Rockdaisy,,,Y,,JP
"MJV4-15-BIO-VT-6,5-5E",609345.10 m E,3900157.47 m N,4,305,"MJV4-15-BIO-VT-6,5-5E.jpg",,Rock,N/A,Cactaceae,Cylindropuntia acanthocarpa,Yes,Keep,Cylindropuntia,acanthocarpa,"35° 14' 18.712""","-115° 47' 53.704""",1,25,8,"Buckhorn cholla, dead?",,,Y,,
"MJV4-15-BIO-VT-6,5-5E",609345.10 m E,3900157.47 m N,4,305,"MJV4-15-BIO-VT-6,5-5E.jpg",,Rock,N/A,Boraginaceae,Pectocarya heterocarpa,Yes,Keep,Pectocarya,heterocarpa,"35° 14' 18.712""","-115° 47' 53.704""",1,25,8,Chuckwalla Combseed,,,Y,Unknown 21,SM
"MJV4-15-BIO-VT-6,5-5F",609340.09 m E,3900158.07 m N,4,307,"MJV4-15-BIO-VT-6,5-5F.jpg,
MJV4-15-BIO-VT-6,5-5F-Unk32.jpg",,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 18.733""","-115° 47' 53.902""",1,8,3,"Desert Plantain - Long fluffy leaves, long stalk w/tiny white petaled flowers.",,"Espericueta, Rice",Y,Unknown 32,SM
"MJV4-15-BIO-VT-6,5-5F",609340.09 m E,3900158.07 m N,4,307,"MJV4-15-BIO-VT-6,5-5F.jpg,
MJV4-15-BIO-VT-6,5-5F-Unk32.jpg",,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.733""","-115° 47' 53.902""",2,8,3,Common Pepperweed,,,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5G",609353.69 m E,3900162.12 m N,4,308,"MJV4-15-BIO-VT-6,5-5G.jpg",,Rock,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 18.859""","-115° 47' 53.362""",1,10,4,Barrel cactus - tiny,,"Espericueta, Rice",Y,,JP
"MJV4-15-BIO-VT-6,5-5G",609353.69 m E,3900162.12 m N,4,308,"MJV4-15-BIO-VT-6,5-5G.jpg",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.859""","-115° 47' 53.362""",8,10,4,Common Pepperweed,,,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5G",609353.69 m E,3900162.12 m N,4,308,"MJV4-15-BIO-VT-6,5-5G.jpg",,Rock,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 18.859""","-115° 47' 53.362""",1,10,4,Desert neststraw,,,Y,Unknown 3,SM
"MJV4-15-BIO-VT-6,5-5H",609358.56 m E,3900166.39 m N,4,309,None,,Rock,N/A,Boraginaceae,Pectocarya heterocarpa,Yes,Keep,Pectocarya,heterocarpa,"35° 14' 18.996""","-115° 47' 53.167""",3,13,6,Chuckwalla Combseed,,,Y,Unknown 21,SM
"MJV4-15-BIO-VT-6,5-5H",609358.56 m E,3900166.39 m N,4,309,None,,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.996""","-115° 47' 53.167""",2,13,6,Common Pepperweed,,,Y,Unknown 10,JP
"MJV4-15-BIO-VT-6,5-5H",609358.56 m E,3900166.39 m N,4,309,None,,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.996""","-115° 47' 53.167""",1,13,6,Mojave popcornflower,,,Y,Unknown popcorn,SM
"MJV4-15-BIO-VT-6,5-5I",609360.69 m E,3900170.30 m N,4,310,"MJV4-15-BIO-VT-6,5-5I.jpg,
MJV4-15-BIO-VT-6,5-5I-Unk33.jpg",,Litter,N/A,Boraginaceae,Amsinckia tessellata,Yes,Keep,Amsinckia,tessellata,"35° 14' 19.122""","-115° 47' 53.081""",9,30,3,Bristly Fiddleneck - Very fuzzy and long-leaved like popcorn with caterpillar pattern of flowering & tobacco-like flute flowers.,,"Espericueta, Rice",Y,Unknown 33,SM
"MJV4-15-BIO-VT-6,5-5I",609360.69 m E,3900170.30 m N,4,310,"MJV4-15-BIO-VT-6,5-5I.jpg,
MJV4-15-BIO-VT-6,5-5I-Unk33.jpg",,Litter,N/A,Agavaceae,Yucca schidigera,Yes,Keep,Yucca,schidigera,"35° 14' 19.122""","-115° 47' 53.081""",1,30,3,Mojave Yucca,,,Y,,SM
"MJV4-15-BIO-VT-6,5-5J",609360.47 m E,3900173.62 m N,4,311,"MJV4-15-BIO-VT-6,5-5J.jpg",,Rock,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 19.230""","-115° 47' 53.088""",1,22,5,Desert neststraw,"Lot os litter and basalt, small amount of sand.",,Y,Unknown 3,SM
"MJV4-15-BIO-VT-6,5-5J",609360.47 m E,3900173.62 m N,4,311,"MJV4-15-BIO-VT-6,5-5J.jpg",,Rock,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 19.230""","-115° 47' 53.088""",3,22,5,Low woollygrass,"Lot os litter and basalt, small amount of sand.",,Y,Unknown 30,SM
"MJV4-15-BIO-VT-6,5-5J",609360.47 m E,3900173.62 m N,4,311,"MJV4-15-BIO-VT-6,5-5J.jpg",,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 19.230""","-115° 47' 53.088""",2,22,5,Mojave popcornflower,"Lot os litter and basalt, small amount of sand.",,Y,Unknown popcorn,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1128,L. Yang,Rock/gravel,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 9.060""","-115° 47' 56.335""",4,47,13,Pinwheel,Invasive - Non native,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1131,L. Yang,Rock/gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 9.060""","-115° 47' 56.335""",2,47,13,Woollygrass,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1135,L. Yang,Rock/gravel,N/A,Polemoniaceae,Gilia clokeyi,Yes,Keep,Gilia,clokeyi,"35° 14' 9.060""","-115° 47' 56.335""",6,47,13,"Clokey's gilia, white flowers blooming",,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1139,L. Yang,Rock/gravel,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 9.060""","-115° 47' 56.335""",5,47,13,Mohave desert star,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1142,L. Yang,Rock/gravel,N/A,Ephedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 9.060""","-115° 47' 56.335""",1,47,13,Mormon tea,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1145,L. Yang,Rock/gravel,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 9.060""","-115° 47' 56.335""",1,47,13,White bursage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1146,L. Yang,Rock/gravel,N/A,Fabaceae,Astragalus mohavensis,Yes,Keep,Astragalus,mohavensis,"35° 14' 9.060""","-115° 47' 56.335""",1,47,13,Milkvetch,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1147,L. Yang,Rock/gravel,N/A,Fabaceae,Astragalus nuttallianus,Yes,Keep,Astragalus,nuttallianus,"35° 14' 9.060""","-115° 47' 56.335""",3,47,13,Fuzzy milkvetch,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1150,L. Yang,Rock/gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 9.060""","-115° 47' 56.335""",5,47,13,Desert Nest Straw,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1151,L. Yang,Rock/gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.060""","-115° 47' 56.335""",2,47,13,Young Common pepperweed,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2A",609282.18 m E,3899859.31 m N,4,14,1152,L. Yang,Rock/gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.060""","-115° 47' 56.335""",2,47,13,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2B",609284.25 m E,3899868.99 m N,4,18,1201,L. Yang,Rock/gravel,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 9.373""","-115° 47' 56.249""",1,19,7,White bursage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2B",609284.25 m E,3899868.99 m N,4,18,1203,L. Yang,Rock/gravel,N/A,Cactaceae,Opuntia basilaris,Yes,Keep,Opuntia,basilaris,"35° 14' 9.373""","-115° 47' 56.249""",1,19,7,Beavertail Cactus,Blooming with lots of buds,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2B",609284.25 m E,3899868.99 m N,4,18,1202,L. Yang,Rock/gravel,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 9.373""","-115° 47' 56.249""",2,19,7,Desert trumpet,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2B",609284.25 m E,3899868.99 m N,4,18,1203,L. Yang,Rock/gravel,N/A,Themidaceae,Dichelostemma capitatum,Yes,Keep,Dichelostemma,capitatum,"35° 14' 9.373""","-115° 47' 56.249""",8,19,7,Blue Dicks,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2B",609284.25 m E,3899868.99 m N,4,18,1211,L. Yang,Rock/gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.373""","-115° 47' 56.249""",2,19,7,Desert plantain,"Fuzzy thick, long leaves, bud on long stem",Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2C",609276.83 m E,3899873.34 m N,4,20,1243,L. Yang,Gravel,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 9.517""","-115° 47' 56.540""",1,21,6,Desert trumpet,dead or dying,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2C",609276.83 m E,3899873.34 m N,4,20,1250,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.517""","-115° 47' 56.540""",4,21,6,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2C",609276.83 m E,3899873.34 m N,4,20,1243,L. Yang,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 9.517""","-115° 47' 56.540""",4,21,6,Desert Nest Straw,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2C",609276.83 m E,3899873.34 m N,4,20,1243,L. Yang,Gravel,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 9.517""","-115° 47' 56.540""",1,21,6,Globe mallow,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2C",609276.83 m E,3899873.34 m N,4,20,1243,L. Yang,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.517""","-115° 47' 56.540""",4,21,6,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2D",609280.67 m E,3899871.83 m N,4,23,105,L. Yang,Gravel,N/A,Polemoniaceae,Langloisia setosissima,Yes,Keep,Langloisia,setosissima,"35° 14' 9.467""","-115° 47' 56.389""",2,22,5,Lilac sunbonnet,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2D",609280.67 m E,3899871.83 m N,4,23,107,L. Yang,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.467""","-115° 47' 56.389""",4,22,5,Common pepperweed ,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2D",609280.67 m E,3899871.83 m N,4,23,115,L. Yang,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.467""","-115° 47' 56.389""",5,22,5,Hairy leaved comb bur,Borage Family,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2E",609289.80 m E,3899884.70 m N,4,25,,L. Yang,Gravel,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 9.881""","-115° 47' 56.022""",4,25,5,Mojave desert star,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2E",609289.80 m E,3899884.70 m N,4,25,,L. Yang,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.881""","-115° 47' 56.022""",4,25,5,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2E",609289.80 m E,3899884.70 m N,4,25,,L. Yang,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 9.881""","-115° 47' 56.022""",1,25,5,Desert Nest Straw,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2E",609289.80 m E,3899884.70 m N,4,25,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.881""","-115° 47' 56.022""",2,25,5,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2F",609284.25 m E,3899891.84 m N,4,28,,L. Yang,Rock/gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 10.115""","-115° 47' 56.238""",7,31,5,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2F",609284.25 m E,3899891.84 m N,4,28,,L. Yang,Rock/gravel,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 10.115""","-115° 47' 56.238""",1,31,5,Barrel cactus,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2F",609284.25 m E,3899891.84 m N,4,28,,L. Yang,Rock/gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 10.115""","-115° 47' 56.238""",2,31,5,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2F",609284.25 m E,3899891.84 m N,4,28,,L. Yang,Rock/gravel,N/A,Chenopodiaceae,Grayia spinosa,Yes,Keep,Grayia,spinosa,"35° 14' 10.115""","-115° 47' 56.238""",1,31,5,Desert hopsage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2G",609285.32 m E,3899893.74 m N,4,29,,L. Yang,Rock/gravel,N/A,Ephedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 10.176""","-115° 47' 56.195""",1,28,5,Mormon tea,All other plants under Ephedra,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2G",609285.32 m E,3899893.74 m N,4,29,,L. Yang,Rock/gravel,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 10.176""","-115° 47' 56.195""",5,28,5,Mojave desert star,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2H",609285.65 m E,3899904.17 m N,4,30,236,L. Yang,Gravel,N/A,Zygophyllaceae,Larrea tridentata,Yes,Keep,Larrea,tridentata,"35° 14' 10.514""","-115° 47' 56.177""",1,37,4,Creosote bush,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2H",609285.65 m E,3899904.17 m N,4,30,,L. Yang,Gravel,N/A,Cactaceae,Opuntia basilaris,Yes,Keep,Opuntia,basilaris,"35° 14' 10.514""","-115° 47' 56.177""",1,37,4,Beavertail Cactus,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2I",609282.69 m E,3899908.24 m N,4,33,,L. Yang,Gravel,N/A,Ephedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 10.648""","-115° 47' 56.292""",1,27,4,Mormon tea,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2I",609282.69 m E,3899908.24 m N,4,33,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 10.648""","-115° 47' 56.292""",5,27,4,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2J",609285.30 m E,3899910.27 m N,4,34,,L. Yang,Granite,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 10.713""","-115° 47' 56.188""",2,22,6,Desert trumpet,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2J",609285.30 m E,3899910.27 m N,4,34,,L. Yang,Granite,N/A,Ephedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 10.713""","-115° 47' 56.188""",1,22,6,Mormon tea,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2J",609285.30 m E,3899910.27 m N,4,34,,L. Yang,Granite,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 10.713""","-115° 47' 56.188""",1,22,6,Globe mallow,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2J",609285.30 m E,3899910.27 m N,4,34,,L. Yang,Gravel,N/A,Chenopodiaceae,Grayia spinosa,Yes,Keep,Grayia,spinosa,"35° 14' 10.713""","-115° 47' 56.188""",2,16,4,Desert hopsage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2J",609285.30 m E,3899910.27 m N,4,34,,L. Yang,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 10.713""","-115° 47' 56.188""",3,16,4,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-2J",609285.30 m E,3899910.27 m N,4,34,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 10.713""","-115° 47' 56.188""",1,16,4,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4A",609294.85 m E,3899865.24 m N,4,38,,L. Yang,Gravel,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 9.247""","-115° 47' 55.831""",2,26,4,White bursage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4A",609294.85 m E,3899865.24 m N,4,38,,L. Yang,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.247""","-115° 47' 55.831""",3,26,4,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4A",609294.85 m E,3899865.24 m N,4,38,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.247""","-115° 47' 55.831""",1,26,4,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4B",609293.61 m E,3899862.78 m N,4,39,,L. Yang,Gravel,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 9.168""","-115° 47' 55.882""",3,16,5,White bursage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4B",609293.61 m E,3899862.78 m N,4,39,,L. Yang,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.168""","-115° 47' 55.882""",7,16,5,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4B",609293.61 m E,3899862.78 m N,4,39,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.168""","-115° 47' 55.882""",2,16,5,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4B",609293.61 m E,3899862.78 m N,4,39,,L. Yang,Gravel,N/A,Asteraceae,Chaenactis fremontii,Yes,Keep,Chaenactis,fremontii,"35° 14' 9.168""","-115° 47' 55.882""",1,16,5,Desert pincushion,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4C",609299.06 m E,3899863.40 m N,4,42,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.186""","-115° 47' 55.666""",5,23,4,Desert plantain,,Yang/Bedard,Y,,SM
